,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords
19686,m,"['seat', 'perfect', 'long', 'legs', 'reduction', 'seat', 'width', 'noticeable', 'youre', 'average', 'size', 'flight', 'attendant', 'sat', 'right', 'conversation', 'people', 'tend', 'congregate', 'near', 'seat', 'wasnt', 'bother', 'getting', 'seat', 'space', 'dont', 'bother', 'person', 'sitting']",0.767799973487854,"['seat', '343_layout', 'airline', 'service']",4,"['seat', 'airline', 'service', '343_layout']",4,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
28889,,"['seat', 'worse', 'bothersome', 'proximity', 'lavatory', 'view', 'interior', 'lavatory', 'passengers', 'enter', 'exit', 'countless', 'times', 'bumped', 'hips', 'backsides', 'passengers', 'trying', 'navigate', 'aisle', 'horrible']",,,0,[],0,
10322,a,"['stansted', 'rhodes', '14th', 'september', '2013', 'returned', '28th', 'september', '2013', 'pleased', 'flight', 'time', 'easy', 'check', 'friendly', 'staff', 'lots', 'leg', 'room', 'economy', 'thoroughly', 'recommend', 'problems', 'time', 'travelling', 'ryanair']",0.5899999737739563,"['airline', 'flight', 'seat', 'hour', 'flight', 'seat', 'staff', 'dont_expect', 'care']",9,"['seat', 'staff', 'flight', 'airline', 'care', 'dont_expect', 'hour']",7,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
25582,,"['row', '11', 'parents', 'babies', 'use', 'bassinets', 'avoid', 'row', 'intend', 'sleep', 'flight', 'babies', 'yelling']",,"['plenty_leg_room', '25b', 'flight', 'barbados', 'legroom']",5,"['plenty_leg_room', 'flight', 'barbados', 'legroom', '25b']",5,
20068,i,"['bulkhead', 'wall', 'spacious', 'blanket', 'provided']",0.7675999999046326,"['food', 'air', 'flight']",3,"['flight', 'food', 'air']",3,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
11852,m,,0.6880999803543091,"['plenty_legroom', 'exit_door']",2,"['plenty_legroom', 'exit_door']",2,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
11672,e,,0.5845000147819519,"['inflight_entertainment', 'economy_class', 'aircraft', 'experience', 'screen_size', 'responsive']",6,"['economy_class', 'experience', 'screen_size', 'inflight_entertainment', 'aircraft', 'responsive']",6,"flight, window, passenger, plane, bag, people, leg_room, american_airlines, bulkhead, service"
20387,m,"['extra', 'leg', 'room', 'emergency', 'exit', 'door', 'hinders', 'movement', 'makes', 'seat', 'feel', 'cramped', 'case', '19a', 'listed', 'seat']",0.5497999787330627,"['economy_class', 'seat', 'individual_air_vents', 'experience', 'flight', 'window', 'seat', 'cabin', 'short', 'sandal', 'tshirt', 'return', 'flight']",13,"['seat', 'sandal', 'tshirt', 'economy_class', 'experience', 'flight', 'cabin', 'short', 'return', 'individual_air_vents', 'window']",11,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
29805,,"['proximity', 'economy', 'plus', 'section', 'gives', 'little', 'leg', 'room', 'bulkhead', 'means', '4h', 'reclines', 'little', 'room', 'curtain', 'separating', 'two', 'compartments', 'hangs', 'leg', 'room', 'space', 'attendants', 'curtain', 'curtain', 'gets', 'thrown', 'lap', 'actually', 'hit', 'head', 'one', 'time', 'westjet', 'connect', 'works', 'flight', 'significant', 'delays', 'outages', 'mention', 'video', 'paused', 'time', 'attendants', 'pa', 'significant', 'westjet', 'banter', 'having', 'announcements', 'two', 'languages', 'bring', 'movies', 'avoid', 'frustration']",,,0,[],0,
24093,,"['seat', 'legroom', 'seats', 'row', 'sharing', 'three', 'screens', 'offcenter', 'seat', 'three', 'charging', 'ports', 'outside', 'seat', 'table', 'arm', 'rest']",,"['business', 'seat', 'seat', 'comfort', 'difference', 'food', 'cardboard_box', 'piece_luggage', 'lb', 'magic', 'check']",11,"['seat', 'piece_luggage', 'lb', 'cardboard_box', 'business', 'check', 'food', 'difference', 'comfort', 'magic']",10,
14657,a,"['flew', 'lax', 'rt', 'rome', 'window', 'seat', 'ways', 'entertainment', 'box', 'seat', 'makes', 'seat', 'bad', 'opinion', '53', 'takes', 'entire', 'area', 'foot', 'space', 'absolutely', 'room', 'carry', 'wont', 'fly', 'reason', 'option', 'aisle', 'seat']",0.0714000016450882,['seat'],1,['seat'],1,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
16238,h,"['misaligned', 'window', 'means', 'left', 'wall', 'juts', 'seat', 'normal', 'window', 'reduces', 'space', 'significantly', 'terrible', 'seat']",0.4699000120162964,"['t5_heathrow', 'seat', 'aircraft', 'short_hop', 'seat', 'excellent_value', 'service', 'food', 'course', 'added_benefit', 'concorde_room']",11,"['seat', 'course', 't5_heathrow', 'concorde_room', 'added_benefit', 'short_hop', 'food', 'service', 'aircraft', 'excellent_value']",10,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
22913,h,"['took', 'configuration', 'jfk', 'las', 'vegas', 'general', 'plane', 'comfortable', 'standard', 'a320', 'seats', 'hard', 'hours', 'took', 'toll', 'leg', 'room', 'dont', 'know', 'fact']",0.7940000295639038,"['flight', 'seat', 'base', 'support', 'thigh', 'child', 'seat_pitch', '29ins', 'space', 'lean_forward', 'ache', 'ensue', 'space']",13,"['seat', 'thigh', '29ins', 'flight', 'base', 'lean_forward', 'child', 'space', 'ensue', 'seat_pitch', 'ache', 'support']",12,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
24511,,"['one', 'best', 'seats', 'air', 'business', 'travel', 'smaller', 'quiet', 'cabin', 'upper', 'deck', 'chaos', 'downstairs', 'seat', 'comfortable', 'window', 'seat', '747sprovide', 'combo', 'view', 'huge', 'storage', 'bins', 'carryon', 'stuff', 'accessible', 'time', 'taxitakeoff', 'landing', 'perfect', 'two', 'travelers', 'access', 'aisle', 'tricky', 'aisle', 'passenger', 'asleep', 'related']",,"['seat', 'long_haul']",2,"['seat', 'long_haul']",2,
21946,b,"['sense', 'privacy', 'adjacent', 'seat', 'excellent', 'proximity', 'lavatory', 'caused', 'noise', 'problems', 'washroom', 'large', 'kept', 'clean', 'seat', 'comfortable', 'movie', 'selection', 'noisecancelling', 'headphones', 'worked', 'cuisine', 'declined', 'quality', '10', 'years', 'agoits', 'thing', 'hope', 'eva', 'improve', 'singapore', 'cathay']",0.2915000021457672,"['seat', 'galys', 'bathroom']",3,"['seat', 'galys', 'bathroom']",3,"plane, window, foot, flight, aisle, cabin, passenger, row, business_class, legroom"
17044,h,"['flight', 'april', '6th', 'seat', '2k', 'service', 'excellent', 'fly', 'route', 'big', 'plane', 'wonderful', 'fly']",0.3935000002384186,"['curvature', 'airplane', 'slight_angle', 'rest', 'row', 'result', 'seat', '69a', '69k', 'legroom', 'economy', 'seat']",12,"['seat', 'row', 'airplane', '69k', 'curvature', 'result', 'rest', 'slight_angle', '69a', 'economy', 'legroom']",11,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
14758,m,"['rows', '14', 'available', 'case', 'book', 'seat', 'lots', 'legroom', 'extra', 'cost', 'availability', 'varies', 'logic', 'coming', 'seats', 'row', 'booked', 'fact', 'pretty', 'reality', 'row', '11', 'exit', 'seats', '20', 'extra', 'comfortable', 'flight', 'lcy', 'airport']",0.8672999739646912,"['seat', 'business_class', 'passenger', 'old_dated', 'plane', 'choose', 'airline']",7,"['seat', 'business_class', 'passenger', 'old_dated', 'choose', 'airline', 'plane']",7,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
12237,i,"['tiny', 'leg', 'room', 'tall', 'flight', 'attendants', 'friendly', 'meal', 'ok']",0.5907999873161316,"['given_choice', 'row', 'im_6ft_tall', 'hour', 'flight', 'comfort', 'point_view', 'service', 'term', 'food_drink', 'obe']",11,"['row', 'food_drink', 'given_choice', 'flight', 'im_6ft_tall', 'term', 'service', 'point_view', 'comfort', 'hour', 'obe']",11,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
17379,m,"['love', 'flying', 'lhr', 'bom', 'india', 'wasnt', 'bad', 'seat', 'nice', 'relax']",0.45210000872612,"['plane', 'space_legs', 'video', 'movie', 'selection']",5,"['video', 'movie', 'selection', 'plane', 'space_legs']",5,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
16546,e,"['flight', 'refurbished', 'american', 'eaglepiedmont', 'airlines', 'erj145', 'seat', 'comfortable', 'new', 'padding', 'window', 'larger', 'crj', 'complaints', 'aircraft']",0.6899999976158142,"['seat', 'narrower_normal', 'economy', 'seat']",4,"['seat', 'economy', 'narrower_normal']",3,"flight, window, passenger, plane, bag, people, leg_room, american_airlines, bulkhead, service"
21205,i,"['bassinet', 'storage', 'overhead', 'bin', '46d47d', 'think', '46g47g', 'reduces', 'space', 'available', 'one', 'size', 'cabin', 'bag', 'fit', 'plus', 'small', 'bags', 'squashables']",0.5419999957084656,"['bus', 'class', 'seat', 'premium_eco', 'worlds_worst', 'economy', 'saving', 'message', 'end']",9,"['seat', 'bus', 'economy', 'end', 'premium_eco', 'class', 'worlds_worst', 'saving', 'message']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
22496,j,"['know', 'thw', 'official', 'figures', 'felt', 'cramped', 'seats', 'narrow', 'little', 'legoom', 'possible', 'recline', 'padding', 'hard', 'honestly', 'uncomfortable']",0.767799973487854,"['seat', 'business_class', 'flight', 'toilet']",4,"['seat', 'business_class', 'flight', 'toilet']",4,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
15833,h,"['fly', 'plane', 'class', 'power', 'entertainment', 'bring', 'device', 'runs', 'power', 'childs', 'ipad', 'luck', 'fly', 'aa', 'help']",0.8138999938964844,"['entertainment_box', 'meaning', 'stretch_legs', 'premium_economy']",4,"['meaning', 'stretch_legs', 'premium_economy', 'entertainment_box']",4,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
18113,l,"['excellent', 'seat', 'bulk', 'head', 'magazine', 'rack', 'somewhat', 'foot', 'rest', 'use', 'pair', 'clean', 'travel', 'socks', 'recline', 'excellente', 'silver', 'gold', 'youll', 'seat', 'free', 'loads', 'low']",0.767799973487854,"['restricted_legroom', 'class', 'seat', 'hour']",4,"['restricted_legroom', 'class', 'hour', 'seat']",4,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
11569,d,,0.8137999773025513,"['diamond', 'turn', 'flat_bed', '180_degree']",4,"['turn', '180_degree', 'flat_bed', 'diamond']",4,"flight, aircraft, plane, window, business_class, passenger, ticket, airline, cabin, luggage"
26092,,"['space', 'seat', 'reduced', 'metal', 'box']",,"['row', 'deg', 'crew_rest', 'seat', 'unlimited_legroom', 'leg_rests', 'seat', 'marked_green', 'seat', 'economy_plus']",10,"['seat', 'row', 'marked_green', 'leg_rests', 'crew_rest', 'unlimited_legroom', 'deg', 'economy_plus']",8,
22185,m,"['business', 'jakarta', 'sydney', 'hr', 'overnight', 'flight', 'food', 'meal', 'served', 'breakfast', 'know', 'eat', 'lounge', 'food', 'nice', 'shockingly', 'doubled', 'size', 'people', 'buy', 'coffee', 'food', 'airport', 'organisation', 'chronic', 'boarding', '16', 'staff', '333', 'standing', 'playing', 'phones', 'sitting', 'floor', 'information', 'passengers', 'ground', 'services', 'awful', 'garuda', 'flight', 'late', 'cancelled', 'board', 'old', 'style', 'seats', 'spacious', 'basic', 'table', 'seat', 'tight', 'slim', 'person', 'breakfast', 'chef', 'food', 'responsible', 'person', 'board', 'decent', 'flight', 'overnight', 'need', 'people', 'late', 'night', 'start', 'eat', 'fly', 'sydney', 'flight']",0.43860000371932983,"['row', 'seat', 'economy', 'leg_room', 'premium_economy', 'highly_recommended']",6,"['highly_recommended', 'seat', 'row', 'leg_room', 'premium_economy', 'economy']",6,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
25646,,"['business', 'class', 'b787', 'best', 'business', 'class', 'entertainment', 'food', 'recline', 'service', 'windows', 'certainly', 'recommend', 'b787', 'travels', 'qatar', '6ef', 'seats', 'arent', 'intended', 'comfort', 'intended', 'couples', 'travelling', 'business', 'class', 'overall', 'extremely', 'flight', '50', 'minute', 'flight', 'dxbdoh']",,"['premium', 'plenty_room', 'food', 'plane', 'quieter', 'flight', 'plenty', 'window_view', 'thing', 'seat', 'climb', 'loo']",12,"['plenty_room', 'seat', 'climb', 'thing', 'flight', 'quieter', 'loo', 'premium', 'food', 'window_view', 'plane', 'plenty']",12,
9436,i,"['time', 'ryanair', 'years', 'took', 'availability', 'direct', 'flights', 'north', 'spain', 'attract', 'took', 'business', 'plus', 'option', 'expensive', 'certainly', 'cheaper', 'option', 'route', 'area', 'certainly', 'happy', 'service', 'edinburgh', 'airport', 'didnt', 'appear', 'dedicated', 'business', 'plus', 'desk', 'available', 'fast', 'track', 'security', 'early', 'boarding', 'welcome', 'flight', 'departure', 'scheduled', '655am', '625', 'standing', 'outside', 'airport', 'buildings', 'head', 'long', 'queue', 'waiting', 'boarding', 'probably', 'worst', 'flying', 'ryanair', 'passengers', 'exposed', 'elements', 'time', 'waiting', 'board', 'thankfully', 'particular', 'morning', 'dry', 'cold', 'bearable', 'crew', 'appeared', '630', '640', 'seats', 'watching', 'oncoming', 'passengers', 'appeared', 'load', 'struggling', 'overhead', 'locker', 'space', 'seats', 'departure', 'delayed', 'half', 'hour', 'air', 'traffic', 'control', 'purposes', 'airborne', 'went', 'smoothly', 'managed', 'catch', 'sleep', 'way', 'cabin', 'crew', 'friendly', 'informative', 'appeared', 'meet', 'needs', 'expected', 'passengers', 'return', 'trip', 'somewhat', 'similar', 'checkin', 'santander', 'normal', 'processes', 'queued', 'two', 'desks', 'took', 'turn', 'everybody', 'checkin', 'bags', 'special', 'service', 'business', 'plus', 'problem', 'staff', 'desks', 'efficient', 'wait', 'outside', 'boarding', 'time', 'nice', 'sunshine', 'aboard', 'plenty', 'time', 'airborne', 'exactly', 'schedule', 'newer', 'aircraft', 'time', 'modern', 'boeing', 'cabin', 'lighting', 'service', 'crew', 'time', 'availed', 'excellent', 'coffee', 'croissant', 'acceptable', 'price', 'flight', 'smooth', 'arrival', 'edinburgh', 'minutes', 'early', 'impressed', 'modern', 'ryanair', 'approach', 'happy', 'use']",0.6208000183105469,"['fly', 'business', 'service', 'crew', 'bit', 'crewmember', 'bit', 'time', 'finally_arrived', '15_minutes', 'earlier_scheduled', 'cabin', 'old_worn']",13,"['old_worn', 'finally_arrived', 'crewmember', 'crew', 'cabin', 'business', 'bit', 'earlier_scheduled', 'service', '15_minutes', 'fly', 'time']",12,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
18266,e,"['ventilation', '20ef']",0.6902999877929688,"['seat', 'space', 'overnightflight', 'torture']",4,"['space', 'seat', 'overnightflight', 'torture']",4,"flight, window, passenger, plane, bag, people, leg_room, american_airlines, bulkhead, service"
2281,a,"['flew', 'fresno', 'los', 'angeles', 'saturday', '10th', 'september', 'flight', 'leave', '640', 'lax', 'busy', 'delayed', 'long', 'time', 'meant', 'miss', 'connecting', 'flight', 'london', 'captain', 'amazing', 'helped', 'contacted', 'lax', 'told', 'situation', 'landed', 'lax', 'took', 'three', 'gate', 'sure', 'waited', 'worried', 'miss', 'flight', 'sure', 'time']",0.8123000264167786,"['fresno', 'los_angeles', '10th', 'flight', 'long_time', 'miss_connecting_flight', 'captain', 'situation', 'gate', 'flight', 'time']",11,"['miss_connecting_flight', 'situation', 'gate', 'flight', 'long_time', 'captain', '10th', 'los_angeles', 'fresno', 'time']",10,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
23365,,"['wife', 'sat', '72b', 'son', '72j', '72k', 'pleasant', 'seats', 'liked', 'solitude', 'upstairs', 'plane', 'fas', 'excellent', 'pilot', 'came', 'chatted', 'son', 'yes', 'nice', 'flying', 'experience', 'klm', 'ife', 'unit', 'use', 'updating', 'soon']",,"['ratio', 'new_configuration', 'seat', 'issue', 'flight', 'full161']",6,"['seat', 'full161', 'flight', 'issue', 'new_configuration', 'ratio']",6,
27969,,"['recently', 'flew', '777200', 'ewrlax', 'seats', 'global', 'cabin', 'spacious', 'comfortable', 'plenty', 'overhead', 'storage', 'seat', 'identical', 'ones', '747400', 'comfy', 'plenty', 'little', 'storage', 'nooks', 'crannies', 'phone', 'tablet', 'water', 'reading', 'material', 'two', 'fas', 'working', 'cabin', 'friendly', 'courteous', 'disappear', 'meal', 'case', 'walkthrus', 'cabin', 'offering', 'beverages', 'warm', 'cookie', 'end', 'flight', 'ua', 'tends', 'bad', 'reviews', 'treat', 'able', 'travel', 'transcon', 'way', 'wish', 'global', 'available', 'flights', 'laxewrlax', 'ps', 'route']",,"['drive', 'seat', 'support', '2c_2d', 'reduces_legroom', 'seat', '2c_2d', 'inch', 'premium', 'sad', 'picture']",11,"['seat', 'drive', 'reduces_legroom', 'sad', '2c_2d', 'inch', 'premium', 'picture', 'support']",9,
18352,c,"['comfortable', 'seat', 'legroom', 'helpful', 'cabin', 'crew', 'flight', 'lgwnap', 'flight', 'highly', 'recommend']",0.44530001282691956,"['agree_previous', 'review', 'bulkhead', 'deal_breaker', 'return', 'flight']",6,"['review', 'flight', 'return', 'bulkhead', 'deal_breaker', 'agree_previous']",6,"flight, row, business_class, plane, service, window, food, economy, legroom, aircraft"
26471,,"['seats', 'getting', 'old', 'broken', 'headphone', 'jack', '2c', '2d', 'occasional', 'reclining', 'problems', 'end', 'day', 'flat', 'bed', 'lack', 'entertainment', 'bad', 'crew', 'fine', 'food']",,"['economy', 'seat', 'narrower', 'airbus_330', 'non_existent', 'flight', 'reservation', 'connection', 'plane']",9,"['seat', 'airbus_330', 'narrower', 'flight', 'reservation', 'economy', 'connection', 'non_existent', 'plane']",9,
18474,k,"['5a', '5k', 'business', 'seats', 'dont', 'feel', 'passengers', 'watching', 'rows']",0.557200014591217,"['row', 'problem', 'tv', 'hit_head', 'time', 'aisle']",6,"['row', 'tv', 'hit_head', 'aisle', 'problem', 'time']",6,"flight, plane, window, people, class, ticket, staff, experience, way, passenger"
22875,f,"['closed', 'captions', 'deaf', 'hard', 'hearing', 'travelers', 'tv', 'entertainment', 'best', 'bring', 'computeripadsmartphone', 'entertainment', 'requires', 'closed', 'captions']",0.40790000557899475,"['seat', 'plenty_legroom', 'downside', 'didnt_know', 'business_class', 'three_hours', 'low_cost_carrier', 'buy', 'drink', 'booking']",10,"['low_cost_carrier', 'seat', 'business_class', 'plenty_legroom', 'downside', 'booking', 'drink', 'didnt_know', 'buy', 'three_hours']",10,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
11849,j,,0.5159000158309937,"['seat', '35j', '35k', 'extra_leg_room', 'seat', 'extra_leg_room']",6,"['seat', '35k', '35j', 'extra_leg_room']",4,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
19284,a,"['seat', 'comfortable', 'one', 'size', '63', 'galley', 'wasnt', 'noise', 'area', 'ahead', 'slept', 'baby', 'took', 'bcn', 'way', 'jfk', 'believe', 'time', 'wait', 'luggage', 'jfk', 'business', 'class', 'supposed', 'luggage']",0.5353999733924866,"['imho', 'seat', 'choice']",3,"['seat', 'imho', 'choice']",3,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
28041,,"['economy', 'plus', 'seat', '22a', 'direct', 'flight', 'amsterdam', 'houston', '92918', 'area', 'spacious', 'tons', 'leg', 'room', 'bag', 'fit', 'perfectly', 'seat', 'able', 'use', 'foot', 'stool', 'easily', 'pleasantly', 'surprised', 'recline', 'seat', 'pressed', 'recline', 'button', 'seat', 'went', 'seat', 'moved', 'forward', 'real', 'recliner', 'able', 'sleep', 'problem', 'real', 'view', 'window', 'seat', 'located', 'wing', 'inflight', 'entertainment', 'nice', 'hesitate', 'reserve', 'seat']",,"['decent_legroom', '15_hour_flight', 'wizz', 'price_difference']",4,"['wizz', 'price_difference', '15_hour_flight', 'decent_legroom']",4,
13905,l,"['familiar', 'similar', '121', 'layout', '777300', 'fourclass', 'version', 'disappointed', 'seat', '7879', 'similar', 'smaller', 'difference', 'feel', 'claustrophobic', 'shelf', 'space', 'smaller', 'storage', 'box', 'smaller', 'foot', 'room', 'food', 'tray', 'smaller', 'room', 'glass', '7879', 'plane', 'wide', 'think', 'larger', 'seat', 'pitch', 'possible', 'space']",0.6643999814987183,"['seat_pitch', 'little_tight', 'cross_legs', 'window', 'seat', 'armrest']",6,"['seat', 'cross_legs', 'armrest', 'little_tight', 'seat_pitch', 'window']",6,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
23940,,"['flew', 'munden', 'seat', 'spouse', 'chosen', 'seats', 'knew', 'able', 'recline', 'fully', 'row', 'people', 'enjoy', 'close', 'galley', 'noise', 'tell', 'day', 'flight', 'convenient', 'pick', 'drinks', 'easily', 'seats', 'ok', 'travelling', 'couple', 'seats', 'narrow', 'offer', 'elbow', 'rest', 'ife', 'ok', 'large', 'selection', 'classics', 'dont', 'expect', 'lastest', 'blockbusters']",,"['flight', 'time', 'set']",3,"['flight', 'set', 'time']",3,
18190,g,"['time', 'flying', 'plane', 'excited', 'windows', 'big', 'food', 'amazing', 'econamy']",0.4575999975204468,"['cheek', 'ride', '55_hours', '32_inch', 'waist', 'entire_body', 'seat', 'seat', 'ride', 'flight', 'worth_extra', 'leg_room']",12,"['32_inch', 'seat', 'worth_extra', 'flight', 'cheek', 'entire_body', 'leg_room', '55_hours', 'waist', 'ride']",10,"flight, service, aircraft, window, premium_economy, economy, space, cabin, business_class, food"
12324,k,"['agree', 'previous', 'comments', 'lack', 'comfort', 'economy', 'class', 'long', 'haul', 'flights', 'seat', 'base', 'far', 'hour', 'flight', 'legroom', 'person', 'tall', 'restricted', 'two', 'seat', 'configuration', 'alongside', 'windows', 'previous', 'reviewer', 'pointed', 'kind', 'metal', 'box', 'seat', 'means', 'stretch', 'legs', 'straight', 'line', 'means', 'extremely', 'uncomfortable', 'wish', 'try', 'sleep', 'tip', 'pay', 'upgraded', 'meal', 'simply', 'worth', 'quality', 'provided']",0.6901000142097473,"['leg_space', 'flight_attendants']",2,"['leg_space', 'flight_attendants']",2,"flight, plane, window, people, class, ticket, staff, experience, way, passenger"
8132,i,"['shanghai', 'pudongdubaishanghai', 'pudong', 'recently', 'a380', 'positive', 'sides', 'amazing', 'entertainment', 'comfortable', 'seat', 'flights', 'time', 'downside', 'poor', 'food', 'beverage', 'quality', 'waterany', 'food', 'light', 'meal', 'breakfast', '10hr', 'flight', 'ek', 'far', 'sqqr', 'kl', 'terms', 'service']",0.6985999941825867,"['seat', 'staff', 'service', 'time', 'portion', 'time', 'passenger', 'serving_meals', 'tray', 'water_juice']",10,"['seat', 'passenger', 'staff', 'water_juice', 'tray', 'serving_meals', 'service', 'portion', 'time']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
13109,h,"['pa', 'volume', 'controlled', 'flight', 'attendants', 'air', 'canada', 'offer', 'frees', 'snacks', 'peanuts', 'cookies', 'pretzels', 'rapid', 'air', 'flights', 'aka', 'short', 'haul', 'flights', 'ex', 'yyz', 'yow', 'longer', 'flights', 'snacksfood', 'available', 'sale', 'wouldnt', 'recommend', 'seats', 'near', 'bathrooms', 'bring', 'earphoneheadphones', 'avoid', '350', 'rip', 'crappy', 'earphones', 'bring', 'foodsnacks', 'youre', 'check', 'entertainment', 'ground', 'doors', 'close', 'work', 'ask', 'fa', 'reset', 'stuck', 'long', 'flight']",0.9154999852180481,"['american_airlines', 'plane', 'manchester_uk', 'tv', 'far_away', 'guess', 'seatback_entertainment', 'time', 'flight', 'wont_flying']",10,"['wont_flying', 'seatback_entertainment', 'tv', 'manchester_uk', 'flight', 'american_airlines', 'far_away', 'plane', 'guess', 'time']",10,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
25823,,"['seat', 'two', 'windows']",,"['row_11', 'economy', 'row', 'wall', 'business', 'economy', 'toilette']",7,"['row', 'row_11', 'business', 'toilette', 'wall', 'economy']",6,
10996,i,,0.5069000124931335,"['economy', 'seat', 'retrieve', 'bag', 'foot', 'foot', 'foot', 'torture']",8,"['seat', 'bag', 'retrieve', 'economy', 'torture', 'foot']",6,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
17962,m,"['storage', 'locks', 'row', 'one', 'two', 'leaving', 'limited', 'storage', 'club', 'world']",0.5343999862670898,"['seat', 'row_25']",2,"['seat', 'row_25']",2,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
20304,a,"['awful', 'charged', 'extra', 'limited', 'room']",0.6226000189781189,"['seat', 'fault', 'mixed_review', 'seat', 'bali', 'work', 'guy', 'trip']",8,"['seat', 'fault', 'mixed_review', 'guy', 'trip', 'work', 'bali']",7,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
942,a,"['american', 'airline', 'worst', 'seating', 'purchased', 'tickets', 'san', 'francisco', 'charlotte', 'month', 'ago', 'flight', 'way', 'returning', 'seats', 'parties', 'book', 'expensive', 'plane', 'tickets', 'assumed', 'll', 'set', 'count', 'american', 'airlines']",0.46560001373291016,"['american_airline', 'purchased_tickets', 'san_francisco', 'month_ago', 'flight', 'way', 'seat', 'party', 'book', 'plane', 'ticket', 'american_airlines']",12,"['seat', 'purchased_tickets', 'american_airline', 'flight', 'month_ago', 'party', 'ticket', 'way', 'american_airlines', 'san_francisco', 'plane', 'book']",12,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
29520,,"['staff', 'friendly', 'habit', 'slamming', 'cupboards', 'night', 'long', 'sit', 'far', 'away', 'gallery', 'areas', 'possible', 'business', 'class', 'plane', 'horribly', 'uncomfortable', 'bed', 'lying', 'particle', 'board', 'terrible']",,,0,[],0,
24248,,"['flew', 'twice', 'frajfk', 'lh400', 'two', 'week', 'period', 'sat', '61c', '62h', 'occasions', 'flight', 'ran', 'meal', 'options', 'time', 'told', 'order', 'special', 'meal', 'avoid', 'issue', 'lh', 'failed', 'load', 'meal', 'plane', 'stuck', 'food', 'left', 'unusually', 'rows', 'economy', 'rows', '6065', 'served', 'lh', 'a380', 'sit', 'hoping', 'choice', 'foods', 'eat', 'dont', 'want', 'wait', 'hour', 'drink', 'service', 'food', 'service', 'flight', 'attendants', 'literally', 'unload', 'left', 'carts', 'lh', 'needs', 'plan', 'issue', 'a330', 'a340']",,"['seat', 'plane', 'illuminator', 'leg_room', 'seat', 'seat', 'corner', 'space_legs']",8,"['seat', 'corner', 'illuminator', 'leg_room', 'plane', 'space_legs']",6,
20165,f,"['im', '65', '225lbs', 'long', 'legs', 'seat', 'comfortable', 'legroom', 'outstanding', 'hour', 'flight', 'atl', 'sfo', 'website', 'selected', 'vegetarian', 'meal', 'days', 'prior', 'departure', 'meal', 'excellent', 'youre', 'tall', 'man', 'highly', 'recommend', 'fc', 'seats', '4d', '3a', 'delta', '737900er', 'planes']",0.9067999720573425,"['9th_march', 'seat', 'window', 'aisle', 'seat', 'solo_traveller', 'convert', 'flat_bed', 'touch_screen', 'tv', 'service_impeccable']",11,"['seat', '9th_march', 'solo_traveller', 'tv', 'touch_screen', 'aisle', 'flat_bed', 'service_impeccable', 'convert', 'window']",10,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
