,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords
19215,j,"['legroom', 'nicely', 'aligned', 'window', 'unobstructed', 'view', 'engine', 'bad']",0.4404999911785126,"['15a', 'flight', 'ewrtlv', 'lots_choices', 'bed_mode', 'footwell']",6,"['lots_choices', 'footwell', '15a', 'flight', 'bed_mode', 'ewrtlv']",6,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
11263,f,,0.5350000262260437,"['15f', 'exit_row', 'seat', 'flight_attendant', 'seat', 'bit', 'barrier', 'overlap', '15e', 'seat']",10,"['seat', 'exit_row', '15e', '15f', 'bit', 'overlap', 'barrier', 'flight_attendant']",8,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
25049,,"['seat', 'recline', 'use', 'small', 'space', 'seat', 'store', 'blanketspillow', 'needed', 'entertainment', 'box', 'seat', 'limits', 'leg', 'room']",,"['entertainment', 'electronic_box', 'leg_room', 'width', 'dont_plan', 'bag', 'floor', 'seat']",8,"['bag', 'seat', 'floor', 'electronic_box', 'entertainment', 'leg_room', 'dont_plan', 'width']",8,
21675,g,"['32000', 'one', 'way', 'suite', 'awesome', 'flew', 'abu', 'dhabi', 'new', 'york', 'comfy', 'seat', 'caviar', 'takeoff', 'takeoff', 'light', 'dinner', 'going', 'bed', 'double', 'bed', 'slept', 'babe', 'took', 'shower', 'bed', 'emirates', 'shower', 'okay']",0.2921999990940094,"['business_class', 'seat', 'left_knee', 'protrusion', 'seat', 'right_armrest', 'rest', 'right_arm', 'kept_hitting', 'seat', 'seat']",11,"['seat', 'business_class', 'left_knee', 'protrusion', 'rest', 'right_arm', 'kept_hitting', 'right_armrest']",8,"flight, service, aircraft, window, premium_economy, economy, space, cabin, business_class, food"
18196,l,"['worst', 'seat', 'toilet', 'constantly', 'pestered', 'people', 'hanging', 'seat', 'awaiting', 'loo', 'plus', 'curtain', 'drawn', 'gets', 'pushed', 'people', 'staff', 'pass', 'cabin']",0.3635999858379364,"['bulkhead_wall', 'blanket_provided']",2,"['blanket_provided', 'bulkhead_wall']",2,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
19331,i,"['looked', 'forward', 'dtwpvg', 'flight', '350', 'ive', 'tried', 'wont', 'way', 'fly', 'fine', 'travel', 'revolution', 'expected', 'odd', 'number', 'seats', 'aisle', 'private', 'row', 'three', 'window', 'far', 'lav', 'galley', 'noise', 'light', 'real', 'issue', 'noted', 'space', 'limited', 'aisles', 'narrow', 'lav', 'small', 'suite', 'door', 'hassle', 'open', 'close', 'lav', 'door', 'issue', 'light', 'come', 'crew', 'managed', 'lit', 'entire', 'flight', 'door', 'opened', 'closed', 'problem', 'guy', 'seat', '1b', 'galley', 'small', 'crew', 'quarters', 'plane', 'bit', 'crowded', 'noisy', 'dl', 'crews', 'fabulous', 'work', 'hard', 'experience', 'enjoyable']",0.5097000002861023,"['storage', 'overhead_bin', 'g', 'reduces_space', 'size', 'cabin', 'bag_fit', 'bag', 'squashable']",9,"['bag', 'overhead_bin', 'g', 'reduces_space', 'cabin', 'bag_fit', 'size', 'squashable', 'storage']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
6410,n,"['dmelhr', 'july', '23', 'club', 'world', 'seat', '64a', 'novelty', 'travelling', '747', 'aircraft', 'flight', 'three', 'hours', 'long', 'sat', 'upper', 'deck', 'detract', 'excellent', 'service', 'provided', 'two', 'dedicated', 'crew', 'chose', 'seat', 'one', 'step', 'feet', 'exit', 'fraction', 'longer', 'seats', 'three', 'windows', 'compartments', 'beneath', 'window', 'store', 'items', 'use', 'seat', 'bed', 'position', 'relaxing', 'food', 'wine', 'choices', 'club', 'kitchen', 'stocked', 'main', 'deck', 'treats', 'dinner']",0.31769999861717224,"['upper_deck', 'dinner', 'took_three_hours', 'staff', 'old_747', 'tv_screens', 'colour', 'time', 'couple', 'movie', 'dinner_served']",11,"['staff', 'dinner', 'took_three_hours', 'colour', 'movie', 'tv_screens', 'dinner_served', 'upper_deck', 'couple', 'time', 'old_747']",11,"aircraft, flight, plane, service, space, food, people, economy, airline, premium_economy"
12110,n,,0.8449000120162964,"['way', 'seat_pitch', 'inch', 'im_63', 'leg', 'seat']",6,"['leg', 'im_63', 'seat', 'way', 'inch', 'seat_pitch']",6,"aircraft, flight, plane, service, space, food, people, economy, airline, premium_economy"
15743,a,"['wife', 'flew', 'roundtrip', 'phxdfw', 'model', 'a321', 'aa', 'calls', 'a321s', 'confuse', 'model', 'older', 'usair', 'version', 'reserved', '14c', '14d', 'aa', 'seatguru', 'seat', 'maps', 'rows', '11', '15', 'area', 'offset', 'approximately', 'half', 'row', 'truly', 'directly', 'big', 'deal', 'nice', 'maps', 'accurate', 'row', '14', 'mce', 'space', 'ok', 'passengers', 'seat', 'ahead', 'recline', 'seats', 'segment', 'recline', 'tolerably', 'comfortable', 'two', 'hour', 'flight', 'interactive', 'flight', 'display', 'provided', 'welcome', 'entertainmentdistraction', 'cockpit', 'view', 'nice', 'variation', 'seatback', 'power', 'headphone', 'jack', 'connections', 'screen', 'inflight', 'entertainment', 'boxes', 'seats', 'reduce', 'available', 'storage', 'space', 'slightly', 'typical', 'flight', 'noise', 'takeoff', 'cruise', 'rattles', 'shaking', 'ive', 'heard', 'landing', 'theres', 'life', 'raft', 'overhead', 'bin', 'row', '13', 'reducing', 'bin', 'space', 'area', 'prefer', 'two', 'seat', 'md80', 'ok', 'experience']",0.482699990272522,"['paid_upgrade', 'seat', 'extremely_limited', 'area', 'seat', 'large_entertainment_box', 'seat', 'window', 'seat', 'seat', 'block', 'room']",12,"['seat', 'large_entertainment_box', 'block', 'extremely_limited', 'area', 'window', 'paid_upgrade', 'room']",8,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
28202,,"['ewrlax', 'return', 'new', 'premium', 'plus', 'seat', 'comfortable', 'recline', 'decent', 'seat', 'width', 'foot', 'restleg', 'rest', 'combo', 'seat', 'recline', 'mean', 'added', 'pitch', 'seats', 'fairly', 'tight', 'seat', 'infront', 'reclines', 'convenient', 'small', 'pocket', 'arm', 'charge', 'points', 'devices', 'new', 'ife', 'clear', 'responsive', 'added', 'bonus', 'large', 'signature', '787', 'window', 'view', 'product']",,,0,[],0,
16449,e,"['seat', 'comfortable', 'im', 'bigger', 'guy', 'didnt', 'feel', 'cramped', 'seat', 'wide', 'leather', 'cushion', 'fine', 'class', 'service', 'offered', 'preflight', 'beverage', 'two', 'inflight', 'beverages', 'three', 'offerings', 'snacks', 'im', 'sure', 'standard', '45', 'minute', 'flight', 'cmh', 'ord', 'aircraft', 'quieter', 'aas', 'regional', 'gets', 'embs', 'bulkhead', 'seats', 'cramped', 'leg', 'room', '2a', 'issue', 'table', 'bit', 'tricky', 'pull', 'located', 'inside', 'left', 'arm', 'rest', 'bit', 'heavy', 'careful', 'flight', 'service', 'comfort']",0.45980000495910645,"['window_view', 'youtuber', 'people', 'view']",4,"['people', 'view', 'window_view', 'youtuber']",4,"flight, window, passenger, plane, bag, people, leg_room, american_airlines, bulkhead, service"
28652,,"['tpaewr', 'seats', '7abcd', 'bulkhead', 'seats', 'sat', '7a', 'divider', 'curtain', 'bothersome', 'passengers', 'sitting', 'aisle', 'seats', '7c', '7d', 'lavatory', 'far', 'economy', 'passengers', 'able', 'use', 'one']",,,0,[],0,
17979,d,"['cramped', 'time', 'jet', 'plane', 'including', 'small', 'regional', 'jets', 'embraer', 'havent', 'space', 'seat', 'small', 'backpack', 'bag', 'virtually', 'space', 'rows', 'person', 'leaned', 'work', 'adjust', 'screen', 'angle', 'individual', 'air', 'controls', 'horrible', 'plane', 'ba', 'dump', 'one', 'fleet', 'real', 'planes', 'account', 'passengers']",0.8141999840736389,"['seat', 'lots_legroom', 'seat', 'person', 'pay_extra_money', 'comfort_plus', 'seat']",7,"['seat', 'comfort_plus', 'person', 'lots_legroom', 'pay_extra_money']",5,"flight, aircraft, plane, window, business_class, passenger, ticket, airline, cabin, luggage"
23333,,"['new', 'klm', 'business', 'class', 'seat', 'comfortable', 'upright', 'reclined', 'position', 'seat', 'excelled', 'lie', 'flat', 'position', 'seat', 'comfortable', 'lie', 'flat', 'position', 'able', 'quick', 'nap', 'couple', 'hours', 'landing', 'overall', 'rate', 'klm', 'new', 'business', 'class', 'seats', '910']",,"['seat', 'storage_space', 'climb', 'neighbour', 'access_aisle']",5,"['seat', 'climb', 'storage_space', 'neighbour', 'access_aisle']",5,
19001,l,"['seats', 'best', 'food', 'inedible', 'business', 'need', 'western', 'food', 'consultant', 'food', 'flight', 'wine', 'offered', 'white', 'chardonnay', 'think', 'business', 'choice', 'disappointing', 'flight', 'changes']",0.5347999930381775,['window'],1,['window'],1,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
14406,f,"['14c', 'hotseat', 'exit', 'row', 'best', 'seat', 'plane', 'extra', 'legroom', 'recline', 'ad', 'seatback', 'emergency', 'procedure', 'worth', 'extra', 'cost', 'passengers', 'tried', 'grab', 'exit', 'row', 'hot', 'seats', 'return', 'original', 'seats', 'order', 'flight', 'attendants']",0.8140000104904175,"['seat', 'short_haul', 'flightsaa', 'cdg', 'leg', 'toilet']",6,"['seat', 'leg', 'flightsaa', 'toilet', 'cdg', 'short_haul']",6,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
17276,l,"['seat', 'bit', 'narrow', 'inarmrest', 'tray', 'media', 'screen', 'multimedia', 'totally', 'outdated', 'plane']",0.4587000012397766,"['line', '18b', 'space_legs', 'problem', 'seat']",5,"['seat', '18b', 'problem', 'line', 'space_legs']",5,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
19289,j,"['business', 'seats', 'flew', 'seaams', 'couple', 'times', 'year', 'chose', 'window', 'seats', 'facing', 'greenland', 'left', 'europe', 'right', 'coming', 'im', 'two', 'fit', 'fine', 'flat', 'bed', 'position', 'nice', 'service', 'food', 'attentive', 'crew']",0.8134999871253967,"['seat', 'extra_leg_room', 'bulkhead', 'emergency_exit', 'attendant']",5,"['seat', 'attendant', 'extra_leg_room', 'bulkhead', 'emergency_exit']",5,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
17493,a,"['new', 'refurbished', '747', 'new', 'cabin', 'interior', 'got', 'best', 'wt', 'cabin', 'ba', 'aircraft', 'new', 'panasonic', 'ife', 'amazing', 'doesnt', 'come', 'footspace', 'robbing', 'equipment', 'box', 'disaster', 'exists', 'thales', 'equipped', '777s', '787s', 'a380s', 'truly', 'ba']",0.8838000297546387,"['class', 'seat', 'track', 'curtain', 'filthy', 'ushape', 'seat', 'notation', 'crew', 'dont_know', 'seat', 'curtain']",12,"['filthy', 'seat', 'crew', 'track', 'ushape', 'notation', 'curtain', 'dont_know', 'class']",9,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
12512,m,"['seat', 'problem', 'legroom']",0.7689999938011169,"['paid_75', 'exit', 'seat', 'crew', 'cart', 'new_configuration', 'plane', 'narrow_aisles', 'crew', 'maneuver', 'night', 'washroom']",12,"['seat', 'paid_75', 'exit', 'crew', 'narrow_aisles', 'cart', 'new_configuration', 'washroom', 'night', 'plane', 'maneuver']",11,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
29529,,"['disappointing', 'leg', 'room', 'premium', 'seat', 'cw', 'carriers', 'intrusive', 'tilt', 'mechanism', 'previous', 'airnz', 'flight', 'dreamliner', 'aircraft', 'room', 'despite', 'charts', 'suggesting', 'three', '63', 'user', 'knees', 'contacted', 'reclined', 'seat', 'flight', 'somewhat', 'ruined', 'premium', 'experience']",,,0,[],0,
26223,,"['near', 'lavatory', 'seat', 'seats', 'row', 'leg', 'space', 'width', 'seat', 'rows', 'putyour', 'legs', 'half', 'width', 'seats', 'row', '17', 'offer', 'excellent', 'comfort', 'sleeping', 'giving', 'impression', 'class', 'suite']",,"['existence', 'yo', 'west_coast', 'age', 'business', 'seat', 'bit_narrow', 'facing_forward', 'entertainment', 'service', 'crew']",11,"['seat', 'west_coast', 'crew', 'entertainment', 'business', 'yo', 'age', 'service', 'bit_narrow', 'existence', 'facing_forward']",11,
18406,h,"['seat', 'extra', 'leg', 'room', '24e', '24f', 'extra', 'legroom']",0.32179999351501465,"['seat', 'window', 'view', 'tv_screen', 'plane', 'kept_clean', 'looked_brand_new', 'way', 'pdx']",9,"['seat', 'pdx', 'looked_brand_new', 'way', 'tv_screen', 'plane', 'view', 'window', 'kept_clean']",9,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
29793,,"['seat', 'amenities', 'legroom', 'comfort']",,,0,[],0,
22986,a,"['flew', 'msy', 'bos', 'yesterday', 'started', 'flight', '9a', '9b', 'seats', 'got', 'unbearably', 'hot', 'hot', 'worry', 'wrong', 'plane', 'fortunate', 'able', 'pair', 'seats', 'werent', 'nearly', 'warm', 'uncomfortably', 'warm', 'parts', 'flight', 'talked', 'flight', 'attendant', 'talked', 'pilot', 'managed', 'little', 'cooler', 'didnt', 'big', 'difference', 'said', 'trouble', 'controlling', 'temperature', 'different', 'e190', 'week', 'ago', 'problem', 'row', 'right', 'middle', 'air', 'conditioning', 'systems', 'gets', 'warm', 'ends', 'plane', 'pretty', 'cold', 'moral', 'story', 'dont', 'panic', 'row', 'gets', 'warm', 'e190', 'seat', 'near', 'end', 'plane', 'youre', 'stuck', 'one', 'ill', 'trying', 'avoid', 'e190s', 'future', 'costs', 'decent', 'chunk', 'money', 'jetblue', 'hearing', 'heat', 'problem', 'rep', 'ask', 'desk', 'went', 'completely', 'useless', 'didnt', 'apologize']",0.8138999938964844,"['usb_power', 'coach', 'business_class', 'seat', 'standard', 'seat']",6,"['seat', 'business_class', 'usb_power', 'standard', 'coach']",5,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
28970,,"['little', 'leg', 'room', 'entertainment', 'box', 'seat', 'takes', 'half', 'space', 'feet', 'transatlantic', 'flight', 'plane', 'uncomfortable', 'plane', 'feels', 'cramped', 'old']",,,0,[],0,
11142,i,,0.5462999939918518,"['business_class', 'seat', 'food', 'air_canada_rouge', 'care', 'passenger', 'meal', 'air_canada', 'help']",9,"['seat', 'business_class', 'passenger', 'air_canada_rouge', 'help', 'air_canada', 'food', 'meal', 'care']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
28689,,"['61', 'im', 'stuffed', 'ridiculously', 'small', 'space', 'leg', 'seat', 'exactly', 'right', 'foot', 'resting', 'foot', 'neighbors', 'space', 'uncomfortably', 'angle', 'leg', 'remains', 'allotted', 'area', 'uniteds', 'new', 'seat', 'fabric', 'looks', 'easy', 'clean', 'caused', 'butt', 'sweat', 'two', 'hours', 'flight', 'flight', 'attendant', 'said', 'saw', 'squished', 'seat', 'dont', 'backache', 'end', 'fight']",,,0,[],0,
12149,l,,0.35910001397132874,"['leg_space', 'video_screen']",2,"['leg_space', 'video_screen']",2,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
17283,a,"['seat', '53h', 'one', 'worst', 'seat', 'plane', 'seat', 'broken', 'didnt', 'limited', 'recline', 'reviewers', 'mentioned', 'add', 'fact', '30', 'mins', 'meal', 'service', 'multiple', 'people', 'queuing', 'rid', 'meal', 'thought', 'use', 'shoulder', 'arerest', 'thats', 'chance', 'sleep', 'gone', 'plexiglass', 'window', 'people', 'milling', 'area', 'rear', 'emergency', 'door', 'kept', 'bashing', 'seat']",0.5080999732017517,"['seat', 'economy_class', 'seat', 've_flown', 'airline', 'space', 'comfort', 'seat', 'economy_class']",9,"['seat', 've_flown', 'economy_class', 'airline', 'space', 'comfort']",6,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
15449,a,"['new', 'upgrade', 'tray', 'tables', 'exit', 'row', 'seat', 'arm', 'rests', 'movable']",0.0714000016450882,['seat'],1,['seat'],1,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
20648,m,"['inconsistent', 'sizing', '2cs', 'seat', 'belt', 'difference', 'jet', 'versiongeneration', 'flight', 'day', 'atl', '2cs', 'belt', 'inches', 'shorter', '2d', 'request', 'extender', 'atl', 'day', 'length', 'unsure', 'previous', 'belt', 'damage', 'improper', 'replacement', 'worth', 'noting', 'pay', 'class', 'room', 'avoid', 'humiliation', 'asking', 'extender', 'stinks', 'having', 'ask']",0.5024999976158142,"['legroom', 'aircraft', 'moment', 'passenger_reclined', 'im_surprised', 'configuration', 'ryanair', 'legroom', 'fly', 'aircraft']",10,"['ryanair', 'im_surprised', 'configuration', 'passenger_reclined', 'aircraft', 'moment', 'legroom', 'fly']",8,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
18927,c,"['flew', 'ny', 'tpe', 'brand', 'new', 'plane', 'nice', 'essentially', 'premium', 'economy', 'section', 'bathroom', 'nice', 'seat', 'advetised', 'thought', 'pretty', 'comfortable', 'food', 'flight', 'atendant', 'service', 'average', 'slept', 'comfortably', '10', '15', 'hours', 'rest', 'spent', 'fancy', '12', 'inch', 'ife', 'defintely', 'recommend', 'seat']",0.8141999840736389,"['flight_attendants', 'time', 'cart', 'seat_reclined']",4,"['seat_reclined', 'cart', 'time', 'flight_attendants']",4,"flight, row, business_class, plane, service, window, food, economy, legroom, aircraft"
26118,,"['singapore', 'airlines', 'odd', 'business', 'class', 'seats', 'theyre', 'comfortable', 'sit', 'theyre', 'actually', 'wide', 'dont', 'support', 'want', 'feet', 'need', 'sit', 'weird', 'angle', 'foot', 'cubbieleg', 'rest', 'far', 'corner', 'bed', 'mode', 'entails', 'getting', 'seat', 'folding', 'seat', 'duvet', 'pillow', 'located', 'plus', 'bed', 'mode', 'theres', 'separate', 'seat', 'belt', 'comfortable', 'regular', 'seat', 'belt', 'business', 'class', 'cabins', 'ive', 'flown', 'bed', 'firm', 'fine', 'bumps', 'largely', 'single', 'piece', 'sleep', 'odd', 'angle', 'head', 'one', 'corner', 'feet', 'foot', 'cubbie', 'small', 'overall', 'pleasant', 'flight', 'dinner', 'meal', 'kind', 'disappointing', 'breakfast', 'far', 'superior', 'imho', 'unusual']",,"['galley_noise', 'row', 'flight', 'bathroom', 'problem', 'person', 'problem', 'horror', 'noise']",9,"['row', 'flight', 'person', 'galley_noise', 'noise', 'problem', 'horror', 'bathroom']",8,
12576,i,"['seat', 'inferior', 'galley', 'leg', 'room', 'cramped', 'beacuse', 'benefit', 'seat', 'tobrecline', 'leg', 'room', 'needed', 'id', 'recomend', 'grade', 'prefered', 'seat', 'standard']",0.5016999840736389,"['bloke', 'sit_comfortably', 'flight', 'service']",4,"['flight', 'bloke', 'sit_comfortably', 'service']",4,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
24644,,"['agree', 'seat', '11a', 'nice', 'meters', 'legroom', 'two', 'windows', 'two', 'pouches', 'storing', 'things']",,"['broad_shoulders', 'window', '18a', 'line', 'shoulder', 'couple_inches', 'shoulder_room']",7,"['couple_inches', '18a', 'broad_shoulders', 'line', 'shoulder_room', 'window', 'shoulder']",7,
16674,j,"['engine', 'view', 'perfect', 'planespotters']",0.8452000021934509,"['bit', 'bulkhead', 'seatit', 'seatbut', 'place', 'space', 'footif', 'ride', 'a33033k']",9,"['footif', 'seatit', 'place', 'bulkhead', 'bit', 'space', 'a33033k', 'seatbut', 'ride']",9,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
27551,,"['whilst', 'seat', 'extra', 'legroom', 'passengers', 'constantly', 'use', 'space', 'gain', 'access', 'forward', 'toilet', 'despite', 'told', 'crew', 'walkway', 'addition', 'proximity', 'galley', 'night', 'flights', 'tiresome', 'curtain', 'isnt', 'block', 'light', 'chatter', 'awake', 'cabin', 'crew']",,"['seat', 'bin', 'stair', 'cause_problems', 'way_home', 'crew', 'cause', 'lots_noise', 'economy']",9,"['seat', 'bin', 'cause_problems', 'crew', 'way_home', 'economy', 'lots_noise', 'stair', 'cause']",9,
1568,a,"['delays', 'delays', 'delays', 'american', 'airlines', 'flight', 'time', 'im', 'looking', 'ashton', 'kutcher', 'happens', 'gone', 'judgement', 'flown', 'united', 'far', 'flight', 'goes', 'usually', 'bumpier', 'competitors', 'landings', 'service', 'moderately', 'okay', 'subpar', 'pretty', 'book', 'united', 'flight', 'hour', 'thank', 'later']",0.9156000018119812,"['delay', 'american_airlines', 'flight', 'time', 'flight', 'competitor', 'landing', 'service', 'subpar', 'book']",10,"['flight', 'american_airlines', 'competitor', 'book', 'subpar', 'service', 'delay', 'landing', 'time']",9,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
15524,h,"['doubt', 'tightest', 'smallest', 'comfortable', 'seat', 'days', 'airtran', 'progress', 'aas', 'new', 'flagship', 'joke', 'charge', 'stategy', 'munchkins', 'two', 'flights', 'ua', 'instead', 'nonstop', 'turkey', 'brainer', 'hard', 'imagine', 'corporate', 'management', 'cluelessof', 'course']",0.6800000071525574,"['ba0218', 'ba0219', 'week', 'world_traveller_plus', 'seat', 'tray_tables', 'arm', 'seat', 'tv', 'little_bit']",10,"['little_bit', 'seat', 'tray_tables', 'ba0218', 'tv', 'arm', 'world_traveller_plus', 'ba0219', 'week']",9,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
29371,,"['leg', 'room', 'poor', 'location', 'main', 'door', 'provide', 'space', 'knee', 'normal', 'seat', 'stretching', 'legs', 'difficult']",,,0,[],0,
10726,e,,0.39959999918937683,"['power_outlet', 'power', 'device']",3,"['device', 'power', 'power_outlet']",3,"flight, window, passenger, plane, bag, people, leg_room, american_airlines, bulkhead, service"
13304,i,"['uncomfortable', 'seating', 'density', 'aisle', 'width', 'plane', 'death', 'trap', 'case', 'emergencythis', 'hell', 'flight', 'toronto', 'victoria', 'featured', 'fetid', 'air', 'sauna', 'conditions', 'ftr', 'im', '510', '180', 'lbs', 'felt', 'crushed', 'tsb']",0.5356000065803528,['main_cabin_extra'],1,['main_cabin_extra'],1,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
19959,a,"['comfort', 'plus', 'seat', '12b', 'stiff', 'hard', 'spots', 'three', 'hour', 'flight', 'experienced', 'pain', 'resolved', '16', 'hours', 'despite', 'getting', 'moving', '30', '45', 'minutes', 'seat', 'kept', 'exerting', 'pressure', 'hard', 'points', 'seat', 'recline', 'delta', 'needs', 'investigate', 'use', 'foam', 'orthopedic', 'cushions', 'need', 'job', 'maintaining', 'seats']",0.5837000012397766,"['economy_class', 'seat', 'stress', 'service', 'entertainment', 'cost', 'content', 'episode', 'tv_series', 'whats_point', 'food_quality', 'appearance', 'appalling']",13,"['seat', 'stress', 'appearance', 'economy_class', 'tv_series', 'food_quality', 'whats_point', 'entertainment', 'appalling', 'episode', 'service', 'cost', 'content']",13,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
21918,h,"['standard', 'seat', 'wing', 'ample', 'leg', 'room', 'electrical', 'outlet', 'available']",0.6804999709129333,"['aircraft', 'space', 'seat', 'stewardess_said', 'passenger', 'walking_aisle', 'space', 'toughness', 'seat']",9,"['seat', 'passenger', 'toughness', 'stewardess_said', 'space', 'walking_aisle', 'aircraft']",7,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
3952,f,"['new', 'york', 'budapest', 'london', 'second', 'flight', 'bit', 'different', 'plane', 'clean', 'cold', 'wanted', 'drink', 'water', 'cabin', 'crew', 'accepted', 'request', 'mistake', 'captain', 'welcomed', 'passengers', 'bucharest', 'budapest']",0.5958999991416931,"['new_york', 'flight', 'bit', 'plane_clean', 'drink_water', 'cabin_crew', 'passenger']",7,"['passenger', 'flight', 'drink_water', 'cabin_crew', 'new_york', 'bit', 'plane_clean']",7,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
24592,,"['worth', 'paying', 'bussiness', 'legroom', 'economy', 'times', 'pricey', 'privilege', 'early', 'boarding', 'food', 'ceramic', 'plates']",,"['seat', 'long_haul', 'flight', 'av', 'eupiment', 'floor', 'seat', 'limited_foot_room']",8,"['seat', 'floor', 'flight', 'eupiment', 'limited_foot_room', 'long_haul', 'av']",7,
13476,n,"['spacing', 'seats', 'acceptable', 'seats', 'uncomfortable']",0.5439000129699707,"['plane', 'forward_facing', 'backward_facing', 'seat', 'lean_forward', 'talk', 'backward_facing', 'seat', '1st', 'roasted_chicken', 'sandwich']",11,"['seat', 'roasted_chicken', 'sandwich', 'talk', 'lean_forward', '1st', 'forward_facing', 'plane', 'backward_facing']",9,"aircraft, flight, plane, service, space, food, people, economy, airline, premium_economy"
3814,i,"['london', 'tokyo', 'narita', 'fantastic', 'flight', 'new', 'ba', 'cabin', 'boeing', '787', 'journeys', 'crew', 'outstanding', 'food', 'service', 'food', 'high', 'end', 'restaurant', 'standard', 'seat', 'comfortable']",0.6538000106811523,"['tokyo_narita', 'boeing_787', 'journey', 'crew', 'food', 'service', 'food', 'end', 'restaurant', 'seat']",10,"['seat', 'crew', 'food', 'journey', 'service', 'boeing_787', 'end', 'restaurant', 'tokyo_narita']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
19093,i,"['extremely', 'cold', 'area', 'seat', '22k', 'ive', 'online', 'checkin', 'condor', 'homepage', 'seated', 'wife', '22k', 'online', 'chance', 'change', 'seat', 'told', 'wife', 'ask', 'condor', 'airport', 'refused', 'changing', 'seat', 'disappointed', 'condor']",0.3659999966621399,"['extremely_narrow', 'arm_rests', 'point', 'inward', 'reducing_space', 'seat']",6,"['seat', 'inward', 'extremely_narrow', 'point', 'reducing_space', 'arm_rests']",6,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
24894,,"['row', '31', 'faces', 'movable', 'curtain', 'divides', 'cabin', 'backs', 'row', '23', 'curtain', 'makes', 'row', '31', 'extremely', 'claustrophobic', 'right', 'face', 'row', 'labeled', 'bad', 'row']",,"['service', 'seat', 'vibration', 'motor', 'wing', 'bed_position', 'landing']",7,"['seat', 'wing', 'vibration', 'service', 'landing', 'motor', 'bed_position']",7,
25958,,"['unfortunately', 'true', 'middle', 'seat', 'left', 'sas', 'plus', 'contrary', 'expect', 'sas', 'crams', 'plus', 'passengers', 'rows', 'possible']",,"['seat', 'thinking', 'foor', 'half_size', 'seat', 'man', 'night', 'flight']",8,"['seat', 'thinking', 'flight', 'foor', 'man', 'night', 'half_size']",7,
11253,l,,0.7128999829292297,"['legroom', 'air_canadas', 'entertainment', 'line']",4,"['line', 'air_canadas', 'legroom', 'entertainment']",4,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
27779,,"['aircrafts', 'economy', 'class', 'rows', 'appeared', '29', 'inch', 'legroom', 'spacious', 'seat', 'layouts', 'encounter', 'today', 'leads', 'cramped', 'experience', 'despite', 'distraction', 'provided', 'inseat', 'entertainment', 'economy', 'class', 'seat']",,"['flight', 'tioletet', 'business', 'guy', 'loo', 'food_average', 'different_airline', 'time', 'guy', 'airline']",10,"['food_average', 'flight', 'airline', 'tioletet', 'business', 'guy', 'loo', 'different_airline', 'time']",9,
14624,m,"['sat', 'seat', 'boise', 'seattle', 'fairly', 'noisy', 'turboprop', 'time', 'turboprop', 'flights', 'quietest', 'one', 'enjoy', 'flying', 'q400', 'going', 'three', 'summer']",0.8669000267982483,"['row', 'plane', 'flight', 'flight_attendant', 'jump_seat', 'flight']",6,"['row', 'jump_seat', 'flight', 'plane', 'flight_attendant']",5,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
